invoice_id,claim_id,part,part_cost,labor_hours,labor_rate,labor_cost,tax,total,invoice_date
INV009938,CLM005442,evaporator coil,420.0,1.0,95,95.0,36.05,551.05,2024-04-01
INV009939,CLM010876,belt,25.0,1.7,110,187.0,14.84,226.84,2024-03-14
INV009940,CLM011310,compressor,850.0,3.6,125,450.0,91.0,1391.0,2024-03-31
INV009941,CLM017333,evaporator coil,420.0,1.1,125,137.5,39.03,596.53,2024-10-13
INV009942,CLM009347,pump,180.0,2.3,95,218.5,27.9,426.4,2025-02-07
INV009943,CLM004071,compressor,850.0,2.0,85,170.0,71.4,1091.4,2025-01-30
INV009944,CLM011264,blower motor,260.0,2.4,125,300.0,39.2,599.2,2024-11-23
INV009945,CLM019369,pump,180.0,1.0,85,85.0,18.55,283.55,2025-08-09
INV009946,CLM011683,control board,230.0,2.7,110,297.0,36.89,563.89,2025-01-01
INV009947,CLM013626,thermostat,120.0,0.6,125,75.0,13.65,208.65,2024-10-17
INV009948,CLM001157,control board,230.0,3.3,125,412.5,44.98,687.48,2024-03-23
INV009949,CLM019715,pump,180.0,1.3,95,123.5,21.25,324.75,2025-05-22
INV009950,CLM001547,belt,25.0,3.2,95,304.0,23.03,352.03,2024-02-17
INV009951,CLM005505,belt,25.0,0.6,95,57.0,5.74,87.74,2025-03-03
INV009952,CLM004827,control board,230.0,0.8,95,76.0,21.42,327.42,2024-06-08
INV009953,CLM003776,pump,180.0,1.1,110,121.0,21.07,322.07,2024-10-07
INV009954,CLM004098,control board,230.0,2.3,125,287.5,36.23,553.73,2024-02-18
INV009955,CLM006136,blower motor,260.0,2.9,125,362.5,43.58,666.08,2024-01-29
INV009956,CLM001222,pump,180.0,1.9,85,161.5,23.91,365.41,2024-11-22
INV009957,CLM008124,compressor,850.0,1.0,95,95.0,66.15,1011.15,2024-03-01
INV009958,CLM016761,blower motor,260.0,1.5,95,142.5,28.18,430.68,2025-07-11
INV009959,CLM000493,blower motor,260.0,1.4,85,119.0,26.53,405.53,2025-03-10
INV009960,CLM012783,blower motor,260.0,0.5,125,62.5,22.58,345.08,2025-04-02
INV009961,CLM007329,blower motor,260.0,2.9,85,246.5,35.46,541.96,2025-03-02
INV009962,CLM019446,heating element,95.0,3.2,95,304.0,27.93,426.93,2024-02-01
INV009963,CLM004473,pump,180.0,1.6,95,152.0,23.24,355.24,2024-03-21
INV009964,CLM007556,heating element,95.0,0.7,95,66.5,11.31,172.81,2025-02-18
INV009965,CLM006560,compressor,850.0,3.4,95,323.0,82.11,1255.11,2024-04-14
INV009966,CLM016206,compressor,850.0,3.6,125,450.0,91.0,1391.0,2025-04-05
INV009967,CLM003171,blower motor,260.0,0.8,125,100.0,25.2,385.2,2025-06-27
INV009968,CLM001499,belt,25.0,3.2,95,304.0,23.03,352.03,2024-07-09
INV009969,CLM019270,control board,230.0,2.5,95,237.5,32.73,500.23,2025-03-04
INV009970,CLM000883,control board,230.0,2.3,85,195.5,29.79,455.29,2025-03-11
INV009971,CLM002762,control board,230.0,3.8,125,475.0,49.35,754.35,2025-07-11
INV009972,CLM005690,belt,25.0,3.2,125,400.0,29.75,454.75,2024-05-06
INV009973,CLM000266,heating element,95.0,1.4,95,133.0,15.96,243.96,2024-10-04
INV009974,CLM006820,heating element,95.0,1.9,110,209.0,21.28,325.28,2024-10-16
INV009975,CLM000697,drain pump,150.0,2.6,110,286.0,30.52,466.52,2024-08-13
INV009976,CLM016894,drain pump,150.0,2.5,110,275.0,29.75,454.75,2024-01-27
INV009977,CLM005757,belt,25.0,1.5,125,187.5,14.88,227.38,2025-05-29
INV009978,CLM000993,drain pump,150.0,2.6,110,286.0,30.52,466.52,2024-10-03
INV009979,CLM007992,belt,25.0,2.0,95,190.0,15.05,230.05,2024-01-19
INV009980,CLM017178,control board,230.0,1.3,125,162.5,27.48,419.98,2024-06-19
INV009981,CLM005022,belt,25.0,2.0,85,170.0,13.65,208.65,2025-07-03
INV009982,CLM004919,heating element,95.0,2.1,110,231.0,22.82,348.82,2024-07-26
INV009983,CLM008694,control board,230.0,0.6,85,51.0,19.67,300.67,2025-04-30
INV009984,CLM015736,compressor,850.0,3.3,85,280.5,79.14,1209.64,2024-09-09
INV009985,CLM018142,blower motor,260.0,1.1,125,137.5,27.83,425.33,2024-08-31
INV009986,CLM010987,blower motor,260.0,2.6,125,325.0,40.95,625.95,2025-02-02
INV009987,CLM003891,blower motor,260.0,3.2,110,352.0,42.84,654.84,2024-02-17
INV009988,CLM006249,compressor,850.0,3.4,95,323.0,82.11,1255.11,2025-06-26
INV009989,CLM017602,belt,25.0,1.1,125,137.5,11.38,173.88,2024-03-03
INV009990,CLM003471,belt,25.0,2.8,85,238.0,18.41,281.41,2025-07-10
INV009991,CLM007559,control board,230.0,3.0,95,285.0,36.05,551.05,2025-06-06
INV009992,CLM018102,control board,230.0,1.1,125,137.5,25.73,393.23,2024-04-04
INV009993,CLM012782,blower motor,260.0,2.0,95,190.0,31.5,481.5,2024-10-28
INV009994,CLM013264,heating element,95.0,3.7,110,407.0,35.14,537.14,2024-04-05
INV009995,CLM012610,belt,25.0,2.6,110,286.0,21.77,332.77,2024-03-15
INV009996,CLM002690,control board,230.0,2.8,110,308.0,37.66,575.66,2024-08-10
INV009997,CLM014177,heating element,95.0,3.6,95,342.0,30.59,467.59,2024-07-07
INV009998,CLM017241,heating element,95.0,3.3,125,412.5,35.53,543.03,2024-01-24
INV009999,CLM005267,thermostat,120.0,1.1,125,137.5,18.03,275.53,2024-07-22
INV010000,CLM011701,drain pump,150.0,1.4,125,175.0,22.75,347.75,2024-11-15
INV010001,CLM014661,control board,230.0,2.4,95,228.0,32.06,490.06,2025-06-24
INV010002,CLM007259,pump,180.0,3.1,125,387.5,39.73,607.23,2024-12-18
INV010003,CLM015543,thermostat,120.0,2.0,85,170.0,20.3,310.3,2025-07-26
INV010004,CLM012917,belt,25.0,1.9,110,209.0,16.38,250.38,2024-02-26
INV010005,CLM006849,control board,230.0,3.3,125,412.5,44.98,687.48,2025-02-02
INV010006,CLM019099,drain pump,150.0,2.0,125,250.0,28.0,428.0,2025-03-01
INV010007,CLM000766,compressor,850.0,2.5,125,312.5,81.38,1243.88,2024-07-11
INV010008,CLM011033,blower motor,260.0,2.1,125,262.5,36.58,559.08,2025-06-15
INV010009,CLM007869,blower motor,260.0,3.0,125,375.0,44.45,679.45,2024-06-08
INV010010,CLM000008,pump,180.0,3.5,125,437.5,43.23,660.73,2025-07-24
INV010011,CLM014490,belt,25.0,4.0,125,500.0,36.75,561.75,2024-01-25
INV010012,CLM018104,blower motor,260.0,0.5,125,62.5,22.58,345.08,2024-10-27
INV010013,CLM002954,thermostat,120.0,1.6,85,136.0,17.92,273.92,2025-04-01
INV010014,CLM002838,drain pump,150.0,1.2,85,102.0,17.64,269.64,2024-04-19
INV010015,CLM000735,compressor,850.0,2.1,95,199.5,73.47,1122.97,2025-08-14
INV010016,CLM014002,heating element,95.0,2.6,125,325.0,29.4,449.4,2024-04-12
INV010017,CLM018693,heating element,95.0,1.1,125,137.5,16.28,248.78,2025-06-15
INV010018,CLM004898,compressor,850.0,0.6,110,66.0,64.12,980.12,2025-01-15
INV010019,CLM001192,belt,25.0,1.2,110,132.0,10.99,167.99,2025-07-02
INV010020,CLM000584,evaporator coil,420.0,3.6,95,342.0,53.34,815.34,2024-06-08
INV010021,CLM009155,control board,230.0,2.0,110,220.0,31.5,481.5,2025-08-14
INV010022,CLM003724,compressor,850.0,1.4,95,133.0,68.81,1051.81,2025-01-19
INV010023,CLM016239,belt,25.0,1.1,85,93.5,8.29,126.79,2025-03-31
INV010024,CLM008255,blower motor,260.0,2.6,125,325.0,40.95,625.95,2024-05-01
INV010025,CLM004601,thermostat,120.0,2.0,110,220.0,23.8,363.8,2024-10-21
INV010026,CLM010009,drain pump,150.0,3.8,110,418.0,39.76,607.76,2025-03-04
INV010027,CLM012990,pump,180.0,2.0,110,220.0,28.0,428.0,2024-10-14
INV010028,CLM007597,heating element,95.0,1.7,110,187.0,19.74,301.74,2025-05-01
INV010029,CLM017771,thermostat,120.0,3.8,95,361.0,33.67,514.67,2024-09-06
INV010030,CLM017194,evaporator coil,420.0,1.3,85,110.5,37.14,567.64,2024-03-03
INV010031,CLM002013,heating element,95.0,2.3,85,195.5,20.34,310.84,2024-11-29
INV010032,CLM006625,pump,180.0,2.2,95,209.0,27.23,416.23,2025-04-28
INV010033,CLM017707,blower motor,260.0,3.8,125,475.0,51.45,786.45,2025-05-15
INV010034,CLM016088,heating element,95.0,2.3,95,218.5,21.95,335.45,2025-01-03
INV010035,CLM007506,evaporator coil,420.0,2.3,110,253.0,47.11,720.11,2024-05-04
INV010036,CLM007184,control board,230.0,4.0,95,380.0,42.7,652.7,2024-05-21
INV010037,CLM016954,heating element,95.0,2.6,110,286.0,26.67,407.67,2024-01-10
INV010038,CLM002212,pump,180.0,0.8,110,88.0,18.76,286.76,2025-02-10
INV010039,CLM004253,pump,180.0,3.4,85,289.0,32.83,501.83,2025-05-12
INV010040,CLM001986,compressor,850.0,3.3,110,363.0,84.91,1297.91,2024-01-19
INV010041,CLM005751,thermostat,120.0,0.6,125,75.0,13.65,208.65,2025-05-30
INV010042,CLM005819,belt,25.0,1.2,85,102.0,8.89,135.89,2024-07-08
INV010043,CLM018281,compressor,850.0,3.5,85,297.5,80.33,1227.83,2024-03-09
INV010044,CLM017700,evaporator coil,420.0,3.4,110,374.0,55.58,849.58,2024-04-19
INV010045,CLM006117,heating element,95.0,3.9,110,429.0,36.68,560.68,2024-10-13
INV010046,CLM007600,evaporator coil,420.0,2.6,85,221.0,44.87,685.87,2024-04-04
INV010047,CLM001610,compressor,850.0,3.1,95,294.5,80.12,1224.62,2024-11-01
INV010048,CLM011423,blower motor,260.0,3.3,85,280.5,37.84,578.34,2025-07-29
INV010049,CLM015737,drain pump,150.0,3.6,110,396.0,38.22,584.22,2025-01-31
INV010050,CLM011224,thermostat,120.0,1.8,85,153.0,19.11,292.11,2024-05-29
INV010051,CLM011816,blower motor,260.0,0.8,110,88.0,24.36,372.36,2024-08-09
INV010052,CLM008409,compressor,850.0,2.9,85,246.5,76.76,1173.26,2024-11-01
INV010053,CLM009510,blower motor,260.0,1.8,110,198.0,32.06,490.06,2024-03-29
INV010054,CLM008914,drain pump,150.0,1.1,110,121.0,18.97,289.97,2025-05-11
INV010055,CLM013743,heating element,95.0,1.7,110,187.0,19.74,301.74,2024-12-06
INV010056,CLM012533,heating element,95.0,3.7,110,407.0,35.14,537.14,2025-08-09
INV010057,CLM009650,belt,25.0,1.3,110,143.0,11.76,179.76,2025-04-13
INV010058,CLM015706,thermostat,120.0,1.1,95,104.5,15.72,240.22,2024-05-16
INV010059,CLM007490,heating element,95.0,3.7,110,407.0,35.14,537.14,2024-12-27
INV010060,CLM009586,thermostat,120.0,2.5,85,212.5,23.28,355.78,2024-05-22
INV010061,CLM018991,pump,180.0,2.8,125,350.0,37.1,567.1,2024-02-01
INV010062,CLM017576,blower motor,260.0,1.0,85,85.0,24.15,369.15,2025-01-07
INV010063,CLM013346,compressor,850.0,3.7,95,351.5,84.11,1285.61,2025-01-21
INV010064,CLM001828,blower motor,260.0,2.7,95,256.5,36.16,552.66,2024-04-11
INV010065,CLM011655,control board,230.0,0.7,95,66.5,20.76,317.26,2024-04-13
INV010066,CLM011973,heating element,95.0,3.9,95,370.5,32.59,498.09,2024-03-28
INV010067,CLM002956,compressor,850.0,1.6,125,200.0,73.5,1123.5,2024-03-26
INV010068,CLM010045,thermostat,120.0,1.3,85,110.5,16.14,246.64,2024-10-29
INV010069,CLM003765,pump,180.0,3.5,95,332.5,35.88,548.38,2025-03-17
INV010070,CLM015706,pump,180.0,1.5,85,127.5,21.53,329.03,2024-05-12
INV010071,CLM005714,thermostat,120.0,0.9,95,85.5,14.39,219.89,2024-12-01
INV010072,CLM003648,evaporator coil,420.0,2.8,85,238.0,46.06,704.06,2025-07-20
INV010073,CLM017061,heating element,95.0,1.9,95,180.5,19.29,294.79,2024-05-31
INV010074,CLM003046,heating element,95.0,3.4,125,425.0,36.4,556.4,2024-06-14
INV010075,CLM012999,pump,180.0,2.5,110,275.0,31.85,486.85,2025-06-14
INV010076,CLM017547,drain pump,150.0,0.6,85,51.0,14.07,215.07,2024-01-15
INV010077,CLM008092,drain pump,150.0,3.7,125,462.5,42.88,655.38,2024-12-22
INV010078,CLM005094,blower motor,260.0,2.1,95,199.5,32.17,491.67,2025-03-21
INV010079,CLM007858,pump,180.0,4.0,85,340.0,36.4,556.4,2024-02-14
INV010080,CLM012202,thermostat,120.0,1.5,110,165.0,19.95,304.95,2025-08-15
INV010081,CLM001430,control board,230.0,2.9,110,319.0,38.43,587.43,2025-03-23
INV010082,CLM016672,evaporator coil,420.0,1.6,85,136.0,38.92,594.92,2024-07-10
INV010083,CLM018410,heating element,95.0,0.8,85,68.0,11.41,174.41,2025-07-06
INV010084,CLM002136,pump,180.0,1.8,85,153.0,23.31,356.31,2024-11-11
INV010085,CLM015307,belt,25.0,0.6,110,66.0,6.37,97.37,2025-06-23
INV010086,CLM013255,control board,230.0,2.9,110,319.0,38.43,587.43,2024-05-28
INV010087,CLM007041,evaporator coil,420.0,3.3,110,363.0,54.81,837.81,2025-05-21
INV010088,CLM008007,belt,25.0,3.2,110,352.0,26.39,403.39,2025-01-12
INV010089,CLM007286,belt,25.0,0.5,125,62.5,6.13,93.63,2025-04-14
INV010090,CLM004166,blower motor,260.0,1.6,95,152.0,28.84,440.84,2025-02-01
INV010091,CLM005629,control board,230.0,1.9,95,180.5,28.74,439.24,2024-06-12
INV010092,CLM017456,thermostat,120.0,1.5,95,142.5,18.38,280.88,2024-06-15
INV010093,CLM014333,control board,230.0,1.5,110,165.0,27.65,422.65,2024-08-01
INV010094,CLM011291,belt,25.0,2.3,125,287.5,21.88,334.38,2024-09-23
INV010095,CLM017672,evaporator coil,420.0,3.8,110,418.0,58.66,896.66,2025-03-06
INV010096,CLM011605,belt,25.0,1.4,95,133.0,11.06,169.06,2025-08-11
INV010097,CLM016057,pump,180.0,2.5,85,212.5,27.48,419.98,2025-06-01
INV010098,CLM008326,blower motor,260.0,1.5,95,142.5,28.18,430.68,2024-12-31
INV010099,CLM007186,control board,230.0,3.6,85,306.0,37.52,573.52,2024-05-11
INV010100,CLM017793,belt,25.0,0.6,110,66.0,6.37,97.37,2025-05-25
INV010101,CLM017210,thermostat,120.0,2.2,110,242.0,25.34,387.34,2025-06-11
INV010102,CLM001822,blower motor,260.0,3.6,85,306.0,39.62,605.62,2025-06-26
INV010103,CLM005349,evaporator coil,420.0,0.6,110,66.0,34.02,520.02,2024-12-07
INV010104,CLM017249,thermostat,120.0,0.9,110,99.0,15.33,234.33,2024-07-05
INV010105,CLM008554,thermostat,120.0,2.6,125,325.0,31.15,476.15,2025-02-24
INV010106,CLM013226,evaporator coil,420.0,3.1,95,294.5,50.02,764.52,2025-06-17
INV010107,CLM011121,drain pump,150.0,3.8,85,323.0,33.11,506.11,2025-04-28
INV010108,CLM001914,thermostat,120.0,1.5,95,142.5,18.38,280.88,2024-05-16
INV010109,CLM011606,evaporator coil,420.0,1.4,110,154.0,40.18,614.18,2025-05-01
INV010110,CLM002078,compressor,850.0,1.3,110,143.0,69.51,1062.51,2024-12-31
INV010111,CLM000459,evaporator coil,420.0,2.7,125,337.5,53.03,810.53,2025-07-28
INV010112,CLM008346,thermostat,120.0,1.3,125,162.5,19.78,302.28,2025-03-24
INV010113,CLM019844,thermostat,120.0,3.5,125,437.5,39.03,596.53,2024-09-22
INV010114,CLM015540,belt,25.0,2.4,125,300.0,22.75,347.75,2024-05-26
INV010115,CLM005361,thermostat,120.0,0.9,125,112.5,16.28,248.78,2025-03-01
INV010116,CLM000384,pump,180.0,2.3,125,287.5,32.73,500.23,2024-10-26
INV010117,CLM001813,drain pump,150.0,1.0,95,95.0,17.15,262.15,2024-04-06
INV010118,CLM007055,compressor,850.0,2.5,95,237.5,76.13,1163.63,2024-11-28
INV010119,CLM002807,evaporator coil,420.0,0.8,110,88.0,35.56,543.56,2024-10-29
INV010120,CLM006603,thermostat,120.0,1.7,110,187.0,21.49,328.49,2025-07-27
INV010121,CLM018667,belt,25.0,0.9,95,85.5,7.74,118.24,2025-07-15
INV010122,CLM004377,thermostat,120.0,1.9,95,180.5,21.04,321.54,2025-07-10
INV010123,CLM012161,heating element,95.0,2.8,95,266.0,25.27,386.27,2024-02-18
INV010124,CLM008030,control board,230.0,2.2,95,209.0,30.73,469.73,2024-05-24
INV010125,CLM011879,compressor,850.0,1.4,85,119.0,67.83,1036.83,2025-04-17
INV010126,CLM019125,compressor,850.0,3.0,125,375.0,85.75,1310.75,2024-11-02
INV010127,CLM006377,drain pump,150.0,2.6,95,247.0,27.79,424.79,2025-02-08
INV010128,CLM015345,belt,25.0,3.5,110,385.0,28.7,438.7,2024-10-19
INV010129,CLM009169,belt,25.0,1.1,85,93.5,8.29,126.79,2024-05-06
INV010130,CLM012920,belt,25.0,3.3,125,412.5,30.63,468.13,2024-09-12
INV010131,CLM018992,evaporator coil,420.0,1.8,125,225.0,45.15,690.15,2024-08-11
INV010132,CLM011071,heating element,95.0,0.6,85,51.0,10.22,156.22,2024-07-03
INV010133,CLM002964,drain pump,150.0,2.5,125,312.5,32.38,494.88,2024-05-11
INV010134,CLM007686,compressor,850.0,3.9,85,331.5,82.71,1264.21,2025-05-07
INV010135,CLM005230,drain pump,150.0,1.6,125,200.0,24.5,374.5,2024-12-01
INV010136,CLM013591,compressor,850.0,1.8,95,171.0,71.47,1092.47,2025-02-25
INV010137,CLM019570,drain pump,150.0,3.9,85,331.5,33.71,515.21,2024-11-12
INV010138,CLM017012,compressor,850.0,0.5,110,55.0,63.35,968.35,2024-11-30
INV010139,CLM002298,belt,25.0,3.8,125,475.0,35.0,535.0,2025-07-14
INV010140,CLM015629,belt,25.0,0.5,125,62.5,6.13,93.63,2024-07-29
INV010141,CLM019280,thermostat,120.0,2.5,85,212.5,23.28,355.78,2025-02-09
INV010142,CLM009488,belt,25.0,0.8,85,68.0,6.51,99.51,2024-12-15
INV010143,CLM017492,compressor,850.0,2.5,85,212.5,74.38,1136.88,2025-04-25
INV010144,CLM015991,heating element,95.0,1.3,110,143.0,16.66,254.66,2024-02-07
INV010145,CLM008220,drain pump,150.0,1.2,125,150.0,21.0,321.0,2024-05-02
INV010146,CLM017355,control board,230.0,1.4,95,133.0,25.41,388.41,2024-02-24
INV010147,CLM008602,drain pump,150.0,0.8,95,76.0,15.82,241.82,2024-04-04
INV010148,CLM015368,control board,230.0,2.1,85,178.5,28.6,437.1,2025-02-17
INV010149,CLM000468,drain pump,150.0,0.7,95,66.5,15.16,231.66,2024-12-07
INV010150,CLM017578,heating element,95.0,2.4,125,300.0,27.65,422.65,2025-04-18
INV010151,CLM019098,blower motor,260.0,0.9,85,76.5,23.56,360.06,2024-11-22
INV010152,CLM010663,compressor,850.0,2.2,85,187.0,72.59,1109.59,2024-12-20
INV010153,CLM009635,blower motor,260.0,3.8,95,361.0,43.47,664.47,2024-03-12
INV010154,CLM015522,pump,180.0,1.3,95,123.5,21.25,324.75,2025-07-05
INV010155,CLM013078,drain pump,150.0,1.9,125,237.5,27.13,414.63,2025-01-14
INV010156,CLM018081,drain pump,150.0,0.9,95,85.5,16.49,251.99,2024-01-22
INV010157,CLM004764,belt,25.0,0.9,95,85.5,7.74,118.24,2024-08-28
INV010158,CLM008859,control board,230.0,2.3,85,195.5,29.79,455.29,2024-03-04
INV010159,CLM014605,blower motor,260.0,1.5,85,127.5,27.13,414.63,2025-02-25
INV010160,CLM008259,compressor,850.0,1.9,125,237.5,76.13,1163.63,2025-02-22
INV010161,CLM019081,control board,230.0,1.3,95,123.5,24.75,378.25,2024-04-19
INV010162,CLM013501,drain pump,150.0,0.8,95,76.0,15.82,241.82,2024-03-23
INV010163,CLM006221,thermostat,120.0,2.5,85,212.5,23.28,355.78,2024-06-28
INV010164,CLM016239,control board,230.0,3.4,95,323.0,38.71,591.71,2025-03-31
INV010165,CLM011055,compressor,850.0,2.4,110,264.0,77.98,1191.98,2025-03-09
INV010166,CLM007375,belt,25.0,1.4,85,119.0,10.08,154.08,2024-06-22
INV010167,CLM015972,drain pump,150.0,3.0,85,255.0,28.35,433.35,2024-01-31
INV010168,CLM003235,evaporator coil,420.0,0.9,95,85.5,35.39,540.89,2024-06-18
INV010169,CLM013762,belt,25.0,2.8,95,266.0,20.37,311.37,2024-06-03
INV010170,CLM013936,heating element,95.0,1.0,125,125.0,15.4,235.4,2024-01-15
INV010171,CLM005159,blower motor,260.0,1.5,110,165.0,29.75,454.75,2024-11-25
INV010172,CLM016936,evaporator coil,420.0,3.2,85,272.0,48.44,740.44,2024-08-22
INV010173,CLM002843,thermostat,120.0,2.7,125,337.5,32.03,489.53,2024-10-15
INV010174,CLM018867,belt,25.0,1.3,85,110.5,9.49,144.99,2024-07-01
INV010175,CLM017450,belt,25.0,2.5,85,212.5,16.62,254.12,2025-06-12
INV010176,CLM002444,belt,25.0,2.1,85,178.5,14.25,217.75,2024-09-12
INV010177,CLM015652,thermostat,120.0,1.5,110,165.0,19.95,304.95,2024-12-20
INV010178,CLM006633,control board,230.0,2.2,85,187.0,29.19,446.19,2024-04-21
INV010179,CLM002672,pump,180.0,1.7,125,212.5,27.48,419.98,2025-03-27
INV010180,CLM017519,evaporator coil,420.0,3.6,95,342.0,53.34,815.34,2024-12-04
INV010181,CLM000536,belt,25.0,3.8,110,418.0,31.01,474.01,2025-08-13
INV010182,CLM014003,blower motor,260.0,3.8,95,361.0,43.47,664.47,2025-08-17
INV010183,CLM013370,blower motor,260.0,1.3,95,123.5,26.85,410.35,2024-07-21
INV010184,CLM005118,blower motor,260.0,0.8,110,88.0,24.36,372.36,2024-03-26
INV010185,CLM000166,blower motor,260.0,0.8,125,100.0,25.2,385.2,2024-03-28
INV010186,CLM010687,control board,230.0,0.8,125,100.0,23.1,353.1,2024-09-04
INV010187,CLM006337,thermostat,120.0,2.8,110,308.0,29.96,457.96,2024-07-09
INV010188,CLM004123,belt,25.0,1.6,85,136.0,11.27,172.27,2025-08-12
INV010189,CLM009069,belt,25.0,2.0,110,220.0,17.15,262.15,2024-10-21
INV010190,CLM013403,compressor,850.0,3.7,85,314.5,81.52,1246.02,2025-08-17
INV010191,CLM017222,evaporator coil,420.0,2.9,95,275.5,48.69,744.19,2025-03-09
INV010192,CLM005435,evaporator coil,420.0,1.5,125,187.5,42.53,650.03,2024-12-22
INV010193,CLM017612,evaporator coil,420.0,1.4,85,119.0,37.73,576.73,2025-08-01
INV010194,CLM015741,compressor,850.0,0.7,110,77.0,64.89,991.89,2025-04-11
INV010195,CLM015168,drain pump,150.0,1.5,95,142.5,20.48,312.98,2024-02-23
INV010196,CLM003570,pump,180.0,2.8,95,266.0,31.22,477.22,2025-05-06
INV010197,CLM000532,evaporator coil,420.0,3.9,125,487.5,63.53,971.03,2024-01-23
INV010198,CLM017991,blower motor,260.0,2.0,85,170.0,30.1,460.1,2024-03-15
INV010199,CLM017749,thermostat,120.0,1.1,110,121.0,16.87,257.87,2024-01-06
INV010200,CLM019450,evaporator coil,420.0,2.2,95,209.0,44.03,673.03,2025-06-02
INV010201,CLM004829,evaporator coil,420.0,2.2,110,242.0,46.34,708.34,2024-02-01
INV010202,CLM012554,compressor,850.0,3.4,110,374.0,85.68,1309.68,2024-12-23
INV010203,CLM014163,heating element,95.0,3.4,125,425.0,36.4,556.4,2025-06-03
INV010204,CLM003798,pump,180.0,0.6,125,75.0,17.85,272.85,2025-01-20
INV010205,CLM004059,belt,25.0,1.8,95,171.0,13.72,209.72,2025-07-30
INV010206,CLM016435,blower motor,260.0,3.1,95,294.5,38.82,593.32,2024-12-31
INV010207,CLM013021,thermostat,120.0,2.1,125,262.5,26.78,409.28,2024-05-20
INV010208,CLM007292,pump,180.0,1.4,110,154.0,23.38,357.38,2024-11-25
INV010209,CLM006580,drain pump,150.0,1.4,95,133.0,19.81,302.81,2024-07-05
INV010210,CLM016256,blower motor,260.0,2.6,125,325.0,40.95,625.95,2025-05-05
INV010211,CLM001588,thermostat,120.0,3.6,85,306.0,29.82,455.82,2025-08-05
INV010212,CLM013927,control board,230.0,2.2,110,242.0,33.04,505.04,2025-08-05
INV010213,CLM004670,blower motor,260.0,2.4,125,300.0,39.2,599.2,2025-08-15
INV010214,CLM014914,control board,230.0,0.6,125,75.0,21.35,326.35,2024-06-27
INV010215,CLM016988,thermostat,120.0,3.9,85,331.5,31.61,483.11,2025-03-07
INV010216,CLM005591,belt,25.0,1.8,95,171.0,13.72,209.72,2024-06-10
INV010217,CLM018675,evaporator coil,420.0,0.9,95,85.5,35.39,540.89,2025-01-28
INV010218,CLM016247,belt,25.0,2.6,95,247.0,19.04,291.04,2025-06-12
INV010219,CLM000589,pump,180.0,0.8,85,68.0,17.36,265.36,2025-07-16
INV010220,CLM008945,pump,180.0,0.8,110,88.0,18.76,286.76,2024-05-14
INV010221,CLM011512,blower motor,260.0,3.2,110,352.0,42.84,654.84,2024-03-08
INV010222,CLM006238,belt,25.0,3.9,110,429.0,31.78,485.78,2025-01-02
INV010223,CLM017872,belt,25.0,2.0,85,170.0,13.65,208.65,2025-04-02
INV010224,CLM016052,thermostat,120.0,2.5,110,275.0,27.65,422.65,2025-04-09
INV010225,CLM000589,compressor,850.0,0.7,110,77.0,64.89,991.89,2025-07-18
INV010226,CLM016721,pump,180.0,1.6,125,200.0,26.6,406.6,2025-08-07
INV010227,CLM002415,drain pump,150.0,0.9,110,99.0,17.43,266.43,2024-07-09
INV010228,CLM009724,evaporator coil,420.0,3.2,85,272.0,48.44,740.44,2024-02-06
INV010229,CLM019633,control board,230.0,0.9,95,85.5,22.09,337.59,2024-05-20
INV010230,CLM015643,evaporator coil,420.0,2.6,125,325.0,52.15,797.15,2024-01-18
INV010231,CLM007895,thermostat,120.0,3.7,125,462.5,40.78,623.28,2025-03-28
INV010232,CLM014982,control board,230.0,2.7,95,256.5,34.05,520.55,2024-04-25
INV010233,CLM015608,pump,180.0,2.8,95,266.0,31.22,477.22,2024-10-05
INV010234,CLM004899,control board,230.0,3.6,125,450.0,47.6,727.6,2024-02-12
INV010235,CLM012302,pump,180.0,4.0,125,500.0,47.6,727.6,2024-02-02
INV010236,CLM015828,evaporator coil,420.0,2.2,85,187.0,42.49,649.49,2024-03-10
INV010237,CLM014752,drain pump,150.0,2.7,125,337.5,34.12,521.62,2024-04-09
INV010238,CLM017535,thermostat,120.0,3.6,110,396.0,36.12,552.12,2024-07-18
INV010239,CLM018731,evaporator coil,420.0,1.5,85,127.5,38.33,585.83,2024-10-23
INV010240,CLM007073,evaporator coil,420.0,3.0,95,285.0,49.35,754.35,2024-06-29
INV010241,CLM004842,thermostat,120.0,1.4,125,175.0,20.65,315.65,2025-01-11
INV010242,CLM019709,compressor,850.0,2.3,110,253.0,77.21,1180.21,2024-02-14
INV010243,CLM001491,compressor,850.0,3.3,110,363.0,84.91,1297.91,2025-08-06
INV010244,CLM001259,heating element,95.0,1.5,95,142.5,16.62,254.12,2024-01-31
INV010245,CLM010302,belt,25.0,1.5,125,187.5,14.88,227.38,2024-08-23
INV010246,CLM005257,compressor,850.0,1.1,85,93.5,66.05,1009.55,2025-05-24
INV010247,CLM007803,compressor,850.0,1.6,110,176.0,71.82,1097.82,2025-02-16
INV010248,CLM002371,drain pump,150.0,1.5,95,142.5,20.48,312.98,2024-09-22
INV010249,CLM000159,control board,230.0,3.3,125,412.5,44.98,687.48,2025-02-24
INV010250,CLM006893,pump,180.0,1.5,110,165.0,24.15,369.15,2024-04-26
INV010251,CLM016470,compressor,850.0,2.6,125,325.0,82.25,1257.25,2025-07-31
