claim_id,customer_id,plan,state,appliance,issue,created_date,status,decision,payout,reason_code
CLM016346,C01419,Silver,TN,HVAC,refrigerant leak,2024-12-27,approved,covered,1062.77,
CLM016347,C00555,Silver,MI,Plumbing,clogged drain,2024-01-06,approved,covered,1352.62,
CLM016348,C00196,Silver,MS,Refrigerator,control board fault,2024-07-11,closed,partial,1351.49,
CLM016349,C00842,Gold,NM,Plumbing,low pressure,2024-12-21,approved,partial,813.58,
CLM016350,C00994,Silver,MT,HVAC,no cooling,2025-02-03,approved,denied,0.0,EXCLUDED_PREEXIST
CLM016351,C00183,Platinum,FL,Washer,won't spin,2024-08-11,denied,partial,4859.43,
CLM016352,C01142,Silver,MA,Microwave,magnetron fault,2025-02-23,approved,covered,1353.75,
CLM016353,C01496,Platinum,MN,Refrigerator,control board fault,2025-02-28,approved,partial,3841.62,
CLM016354,C01860,Gold,OR,Dishwasher,spray arm broken,2024-06-03,in_review,,0.0,
CLM016355,C01538,Gold,MA,Washer,belt snapped,2024-11-28,approved,denied,0.0,LIMIT_EXCEEDED
CLM016356,C01676,Gold,OH,Dishwasher,drain issue,2025-06-20,approved,covered,1007.7,
CLM016357,C01666,Gold,SC,Refrigerator,control board fault,2025-06-05,closed,denied,0.0,COVERED_MECH
CLM016358,C00210,Gold,TN,Electrical Panel,loose neutral,2024-07-12,approved,covered,167.4,
CLM016359,C00621,Silver,GA,Refrigerator,ice maker failure,2024-08-09,submitted,,0.0,
CLM016360,C00119,Silver,WY,Electrical Panel,burn smell,2025-07-15,in_review,,0.0,
CLM016361,C01727,Gold,OR,HVAC,refrigerant leak,2025-06-29,closed,denied,0.0,EXCLUDED_PREEXIST
CLM016362,C01159,Platinum,WV,Plumbing,leak under sink,2024-12-23,approved,covered,4248.88,
CLM016363,C00270,Silver,NE,Water Heater,pilot won't stay lit,2025-07-07,closed,denied,0.0,EXCLUDED_INSTALL
CLM016364,C00085,Silver,VA,Plumbing,low pressure,2024-01-11,closed,denied,0.0,EXCLUDED_PREEXIST
CLM016365,C01837,Silver,NH,Washer,won't spin,2025-01-29,in_review,,0.0,
CLM016366,C00460,Platinum,KS,Microwave,turntable stuck,2024-04-27,closed,partial,2639.75,
CLM016367,C00513,Silver,IN,Microwave,no power,2024-12-06,denied,covered,1273.19,
CLM016368,C00797,Platinum,MA,Microwave,no power,2024-12-17,approved,partial,922.85,
CLM016369,C01923,Gold,AR,Microwave,turntable stuck,2025-03-02,approved,covered,1266.18,
CLM016370,C01867,Gold,ND,Washer,won't spin,2025-03-10,approved,covered,2430.54,
CLM016371,C00564,Gold,NY,Dishwasher,won't start,2024-06-27,approved,covered,273.7,
CLM016372,C00979,Silver,VA,Washer,belt snapped,2025-06-25,in_review,,0.0,
CLM016373,C00052,Gold,AZ,Plumbing,leak under sink,2024-06-27,in_review,,0.0,
CLM016374,C01048,Gold,MI,Washer,drain pump failure,2024-07-02,approved,covered,1618.4,
CLM016375,C00009,Platinum,OH,Washer,won't spin,2025-02-05,denied,covered,1586.17,
CLM016376,C00750,Silver,KS,Electrical Panel,burn smell,2025-05-13,approved,covered,154.09,
CLM016377,C00766,Gold,GA,Electrical Panel,breaker trips,2024-08-19,submitted,,0.0,
CLM016378,C00692,Silver,NY,Microwave,no power,2025-01-31,closed,denied,0.0,EXCLUDED_PREEXIST
CLM016379,C01982,Silver,NC,Dishwasher,drain issue,2025-06-22,in_review,,0.0,
CLM016380,C01051,Gold,WY,Microwave,turntable stuck,2025-03-27,closed,denied,0.0,EXCLUDED_INSTALL
CLM016381,C01478,Silver,WV,Electrical Panel,loose neutral,2024-03-15,approved,covered,842.43,
CLM016382,C00189,Silver,ND,Electrical Panel,burn smell,2024-03-02,in_review,,0.0,
CLM016383,C01556,Platinum,MS,Microwave,no power,2025-08-11,submitted,,0.0,
CLM016384,C00684,Silver,MO,HVAC,compressor failure,2025-01-19,in_review,,0.0,
CLM016385,C00487,Silver,NE,Dishwasher,drain issue,2024-12-25,submitted,,0.0,
CLM016386,C01934,Gold,VA,Microwave,no power,2024-08-23,closed,covered,201.82,
CLM016387,C01385,Silver,SD,Dryer,thermal fuse blown,2024-01-20,closed,covered,1249.75,
CLM016388,C01294,Platinum,MS,Dryer,drum won't turn,2024-02-25,approved,partial,2777.68,
CLM016389,C01376,Platinum,VT,HVAC,no cooling,2024-01-07,approved,denied,0.0,COVERED_MECH
CLM016390,C01991,Gold,NM,Microwave,magnetron fault,2025-03-04,closed,partial,2006.26,
CLM016391,C00650,Silver,RI,HVAC,compressor failure,2024-05-02,approved,partial,541.48,
CLM016392,C01625,Silver,SC,Plumbing,low pressure,2024-07-04,approved,covered,444.72,
CLM016393,C00850,Gold,OR,Washer,drain pump failure,2025-04-21,approved,partial,1366.32,
CLM016394,C00529,Platinum,VT,Water Heater,no hot water,2024-10-23,closed,covered,4601.68,
CLM016395,C00772,Gold,SD,Refrigerator,control board fault,2024-01-06,approved,covered,779.28,
CLM016396,C00193,Platinum,IN,Electrical Panel,loose neutral,2025-05-29,denied,covered,987.98,
CLM016397,C01222,Silver,OR,Dryer,thermal fuse blown,2024-01-24,approved,partial,1469.64,
CLM016398,C00649,Silver,OK,Electrical Panel,breaker trips,2024-11-24,in_review,,0.0,
CLM016399,C00664,Gold,NE,Microwave,magnetron fault,2024-12-28,denied,partial,548.11,
CLM016400,C01350,Platinum,IN,HVAC,no cooling,2025-02-13,in_review,,0.0,
CLM016401,C00396,Silver,GA,Refrigerator,not cooling,2025-03-01,in_review,,0.0,
CLM016402,C00556,Platinum,VT,Dishwasher,drain issue,2024-05-20,approved,denied,0.0,EXCLUDED_INSTALL
CLM016403,C00490,Platinum,KY,Plumbing,clogged drain,2025-03-14,closed,denied,0.0,EXCLUDED_INSTALL
CLM016404,C01219,Platinum,MS,Washer,drain pump failure,2024-04-11,in_review,,0.0,
CLM016405,C00750,Silver,KS,Dryer,thermal fuse blown,2024-01-03,approved,partial,570.03,
CLM016406,C01563,Platinum,NY,Water Heater,leak,2024-04-15,submitted,,0.0,
CLM016407,C00446,Gold,IN,Dishwasher,leak,2024-02-01,denied,denied,0.0,EXCLUDED_INSTALL
CLM016408,C01128,Gold,SC,Washer,belt snapped,2025-07-20,approved,covered,106.36,
CLM016409,C01104,Gold,NY,Dishwasher,spray arm broken,2024-04-06,closed,denied,0.0,INFO_MISSING
CLM016410,C01367,Silver,AK,Washer,drain pump failure,2024-04-09,closed,covered,223.4,
CLM016411,C01237,Silver,AL,Water Heater,no hot water,2024-09-12,approved,partial,1266.82,
CLM016412,C01484,Silver,SC,Plumbing,clogged drain,2024-10-24,approved,denied,0.0,EXCLUDED_PREEXIST
CLM016413,C01250,Platinum,FL,Refrigerator,not cooling,2025-07-11,denied,covered,1938.86,
CLM016414,C00374,Platinum,MT,Dryer,thermal fuse blown,2025-03-11,approved,covered,4783.67,
CLM016415,C00269,Gold,UT,Washer,won't spin,2025-01-26,approved,denied,0.0,INFO_MISSING
CLM016416,C01705,Silver,VT,Dryer,no heat,2024-03-21,in_review,,0.0,
CLM016417,C01676,Gold,OH,Dishwasher,leak,2025-03-05,closed,covered,2332.68,
CLM016418,C01820,Silver,KY,Refrigerator,ice maker failure,2024-05-31,in_review,,0.0,
CLM016419,C01208,Silver,MS,Plumbing,leak under sink,2024-11-01,closed,covered,1091.77,
CLM016420,C01043,Platinum,OH,Dryer,no heat,2024-11-24,approved,partial,1844.06,
CLM016421,C00243,Platinum,AZ,HVAC,thermostat error,2025-01-01,in_review,,0.0,
CLM016422,C00443,Silver,UT,Plumbing,leak under sink,2025-07-11,approved,denied,0.0,EXCLUDED_PREEXIST
CLM016423,C01333,Silver,MO,Plumbing,clogged drain,2025-03-16,closed,denied,0.0,LIMIT_EXCEEDED
CLM016424,C01208,Silver,MS,Electrical Panel,breaker trips,2025-05-11,closed,partial,168.63,
CLM016425,C00240,Gold,FL,Dishwasher,won't start,2025-07-07,approved,partial,1159.26,
CLM016426,C00926,Gold,RI,Washer,belt snapped,2024-08-04,closed,covered,1853.85,
CLM016427,C00150,Gold,VT,Plumbing,leak under sink,2024-12-14,approved,partial,941.51,
CLM016428,C00426,Gold,WV,Dryer,drum won't turn,2024-05-15,in_review,,0.0,
CLM016429,C00822,Platinum,MT,HVAC,thermostat error,2025-07-06,closed,partial,2972.25,
CLM016430,C00247,Silver,AL,Water Heater,pilot won't stay lit,2024-11-21,closed,denied,0.0,EXCLUDED_PREEXIST
CLM016431,C00843,Platinum,MS,Dishwasher,leak,2024-07-26,closed,covered,3604.56,
CLM016432,C01730,Gold,MN,Dryer,thermal fuse blown,2025-01-13,denied,covered,1282.89,
CLM016433,C01318,Silver,SC,Microwave,no power,2024-05-22,approved,partial,1393.38,
CLM016434,C00001,Silver,LA,Electrical Panel,burn smell,2024-04-23,submitted,,0.0,
CLM016435,C00959,Silver,VA,Water Heater,pilot won't stay lit,2024-12-22,denied,covered,945.37,
CLM016436,C01179,Silver,GA,Microwave,magnetron fault,2024-03-19,closed,denied,0.0,INFO_MISSING
CLM016437,C01167,Silver,CT,Refrigerator,not cooling,2025-06-24,closed,denied,0.0,EXCLUDED_INSTALL
CLM016438,C00891,Silver,FL,Dishwasher,won't start,2024-01-18,denied,covered,269.08,
CLM016439,C00237,Gold,OH,Refrigerator,ice maker failure,2025-02-05,approved,denied,0.0,LIMIT_EXCEEDED
CLM016440,C00336,Platinum,TX,Dryer,drum won't turn,2025-04-23,approved,covered,4593.83,
CLM016441,C01085,Platinum,MT,Refrigerator,ice maker failure,2025-04-14,in_review,,0.0,
CLM016442,C01307,Platinum,SD,Dryer,drum won't turn,2024-02-08,submitted,,0.0,
CLM016443,C01428,Silver,VT,Microwave,magnetron fault,2025-08-05,submitted,,0.0,
CLM016444,C00414,Platinum,HI,Dishwasher,leak,2024-09-28,approved,covered,537.11,
CLM016445,C00204,Gold,MT,Electrical Panel,loose neutral,2024-12-05,approved,covered,1776.64,
CLM016446,C00796,Platinum,PA,Dishwasher,spray arm broken,2024-10-23,denied,partial,1108.13,
CLM016447,C00730,Gold,MS,Dryer,drum won't turn,2025-07-15,closed,denied,0.0,EXCLUDED_INSTALL
CLM016448,C01887,Gold,TX,Water Heater,leak,2024-11-01,approved,partial,1693.13,
CLM016449,C01866,Silver,AK,Plumbing,leak under sink,2025-02-15,closed,partial,506.12,
CLM016450,C01806,Platinum,KS,Water Heater,leak,2025-08-06,closed,denied,0.0,COVERED_MECH
CLM016451,C01173,Silver,OK,Electrical Panel,loose neutral,2024-10-13,approved,denied,0.0,EXCLUDED_INSTALL
CLM016452,C00144,Gold,NV,Washer,drain pump failure,2024-05-26,submitted,,0.0,
CLM016453,C00548,Platinum,WY,Water Heater,leak,2024-01-18,submitted,,0.0,
CLM016454,C01046,Silver,KS,Dishwasher,drain issue,2025-04-09,closed,denied,0.0,INFO_MISSING
CLM016455,C01490,Silver,ID,Refrigerator,ice maker failure,2024-01-13,closed,covered,829.28,
CLM016456,C00387,Platinum,VT,Microwave,turntable stuck,2024-02-14,closed,covered,2865.27,
CLM016457,C01490,Silver,ID,HVAC,refrigerant leak,2024-02-12,in_review,,0.0,
CLM016458,C01080,Gold,WY,Plumbing,leak under sink,2024-08-02,approved,covered,835.51,
CLM016459,C00600,Platinum,IL,Electrical Panel,loose neutral,2025-01-09,approved,covered,2592.24,
CLM016460,C01985,Platinum,WI,Refrigerator,not cooling,2024-01-18,approved,covered,4296.67,
CLM016461,C00168,Silver,ID,Electrical Panel,loose neutral,2024-12-08,submitted,,0.0,
CLM016462,C00330,Platinum,IA,Electrical Panel,breaker trips,2024-10-05,approved,denied,0.0,LIMIT_EXCEEDED
CLM016463,C00345,Platinum,SC,Electrical Panel,breaker trips,2024-11-30,approved,partial,553.18,
CLM016464,C01207,Silver,MD,Plumbing,low pressure,2024-12-20,submitted,,0.0,
CLM016465,C01703,Gold,RI,Microwave,magnetron fault,2024-07-31,submitted,,0.0,
CLM016466,C00835,Silver,AR,Refrigerator,not cooling,2024-10-07,closed,denied,0.0,INFO_MISSING
CLM016467,C01008,Silver,IN,Plumbing,leak under sink,2024-12-11,closed,covered,199.71,
CLM016468,C01584,Gold,OK,Electrical Panel,breaker trips,2025-08-10,closed,covered,277.49,
CLM016469,C00733,Platinum,MD,Plumbing,clogged drain,2024-03-07,denied,denied,0.0,LIMIT_EXCEEDED
CLM016470,C01373,Gold,UT,Dishwasher,drain issue,2025-07-23,approved,denied,0.0,EXCLUDED_INSTALL
CLM016471,C01384,Platinum,WY,Electrical Panel,breaker trips,2025-01-18,approved,covered,2937.61,
CLM016472,C01854,Platinum,MS,Dryer,no heat,2024-09-02,in_review,,0.0,
CLM016473,C01955,Silver,ME,Dryer,no heat,2024-12-20,denied,covered,1334.78,
CLM016474,C00862,Silver,WV,Water Heater,no hot water,2024-03-27,approved,covered,344.84,
CLM016475,C00772,Gold,SD,Dryer,thermal fuse blown,2024-04-10,closed,partial,1444.23,
CLM016476,C01955,Silver,ME,Microwave,magnetron fault,2025-05-04,approved,denied,0.0,LIMIT_EXCEEDED
CLM016477,C00041,Gold,MO,Refrigerator,not cooling,2025-07-03,approved,covered,570.2,
CLM016478,C01842,Platinum,CA,Washer,belt snapped,2025-06-18,approved,partial,3508.57,
CLM016479,C01287,Gold,NV,Refrigerator,ice maker failure,2025-04-03,closed,denied,0.0,LIMIT_EXCEEDED
CLM016480,C01288,Silver,OR,Plumbing,low pressure,2025-05-07,approved,covered,847.22,
CLM016481,C01167,Silver,CT,Electrical Panel,breaker trips,2024-03-06,closed,partial,834.86,
CLM016482,C01411,Gold,SC,Microwave,magnetron fault,2024-02-21,in_review,,0.0,
CLM016483,C00963,Silver,AK,Plumbing,low pressure,2024-12-26,approved,covered,323.8,
CLM016484,C00396,Silver,GA,Plumbing,clogged drain,2024-07-31,approved,partial,476.98,
CLM016485,C01930,Gold,TX,Plumbing,clogged drain,2025-03-25,approved,partial,1123.81,
CLM016486,C00458,Silver,OR,Washer,belt snapped,2025-04-10,in_review,,0.0,
CLM016487,C00839,Platinum,AZ,Refrigerator,control board fault,2025-05-20,approved,partial,1915.46,
CLM016488,C00043,Platinum,MA,Dishwasher,drain issue,2025-04-30,approved,partial,1771.18,
CLM016489,C00665,Silver,OK,Electrical Panel,loose neutral,2024-01-22,in_review,,0.0,
CLM016490,C00352,Silver,VT,Dryer,no heat,2025-08-11,approved,partial,1109.84,
CLM016491,C01918,Platinum,FL,Microwave,no power,2025-07-26,in_review,,0.0,
CLM016492,C01681,Silver,MA,Plumbing,leak under sink,2024-07-27,in_review,,0.0,
CLM016493,C01335,Silver,CA,Dryer,drum won't turn,2024-07-14,closed,partial,832.48,
CLM016494,C00239,Gold,NV,Microwave,turntable stuck,2024-08-21,in_review,,0.0,
CLM016495,C00716,Silver,WY,Dishwasher,drain issue,2024-03-10,approved,covered,714.26,
CLM016496,C01867,Gold,ND,HVAC,no cooling,2024-07-28,submitted,,0.0,
CLM016497,C01586,Gold,VA,Refrigerator,ice maker failure,2024-10-10,in_review,,0.0,
CLM016498,C01268,Platinum,CO,Refrigerator,ice maker failure,2025-04-06,closed,partial,1086.12,
CLM016499,C00090,Gold,UT,Water Heater,pilot won't stay lit,2024-05-15,denied,denied,0.0,INFO_MISSING
CLM016500,C01332,Platinum,NE,Dishwasher,spray arm broken,2024-09-29,approved,denied,0.0,EXCLUDED_INSTALL
CLM016501,C00423,Gold,PA,Microwave,turntable stuck,2025-04-01,approved,covered,2380.32,
CLM016502,C01312,Silver,OK,Microwave,no power,2025-05-22,approved,covered,1326.74,
CLM016503,C01381,Gold,CO,Water Heater,leak,2025-02-23,approved,covered,1588.47,
CLM016504,C00293,Silver,MA,Washer,drain pump failure,2025-05-15,approved,partial,120.71,
CLM016505,C01037,Gold,UT,Microwave,no power,2025-06-12,approved,partial,2308.27,
CLM016506,C01017,Platinum,AL,Electrical Panel,loose neutral,2025-08-05,in_review,,0.0,
CLM016507,C01063,Silver,PA,HVAC,compressor failure,2024-02-14,approved,covered,928.41,
CLM016508,C01781,Silver,ME,Washer,won't spin,2024-09-16,in_review,,0.0,
CLM016509,C00425,Silver,FL,Washer,drain pump failure,2025-04-01,submitted,,0.0,
CLM016510,C00127,Gold,IL,Electrical Panel,breaker trips,2024-12-27,closed,denied,0.0,INFO_MISSING
CLM016511,C00065,Silver,NJ,Microwave,magnetron fault,2025-02-06,in_review,,0.0,
CLM016512,C01247,Platinum,WY,Water Heater,no hot water,2025-07-15,closed,denied,0.0,EXCLUDED_INSTALL
CLM016513,C00087,Platinum,KY,Refrigerator,ice maker failure,2024-09-23,denied,partial,2824.08,
CLM016514,C01924,Gold,KS,Plumbing,low pressure,2024-09-14,denied,partial,273.3,
CLM016515,C00882,Platinum,RI,Microwave,turntable stuck,2024-01-09,in_review,,0.0,
CLM016516,C00699,Platinum,GA,Electrical Panel,loose neutral,2024-09-02,in_review,,0.0,
CLM016517,C01790,Platinum,MN,Plumbing,leak under sink,2024-07-07,submitted,,0.0,
CLM016518,C00201,Gold,PA,Refrigerator,not cooling,2024-10-01,closed,partial,153.51,
CLM016519,C00592,Gold,NE,Dishwasher,drain issue,2024-05-22,denied,denied,0.0,LIMIT_EXCEEDED
CLM016520,C01325,Silver,IA,HVAC,compressor failure,2024-08-03,approved,denied,0.0,EXCLUDED_INSTALL
CLM016521,C01122,Platinum,PA,Dryer,no heat,2024-02-08,closed,covered,1512.2,
CLM016522,C00443,Silver,UT,Dishwasher,leak,2025-05-10,submitted,,0.0,
CLM016523,C01525,Platinum,RI,HVAC,refrigerant leak,2025-07-10,submitted,,0.0,
CLM016524,C01049,Gold,WI,Dishwasher,leak,2025-05-24,submitted,,0.0,
CLM016525,C01143,Platinum,HI,Plumbing,clogged drain,2025-07-24,approved,covered,1680.12,
CLM016526,C00531,Platinum,MN,Refrigerator,control board fault,2024-11-29,closed,covered,4605.58,
CLM016527,C00581,Platinum,PA,Washer,drain pump failure,2025-03-07,closed,partial,2237.3,
CLM016528,C00537,Gold,WY,Refrigerator,ice maker failure,2025-01-08,in_review,,0.0,
CLM016529,C00041,Gold,MO,Dishwasher,won't start,2025-03-02,approved,denied,0.0,INFO_MISSING
CLM016530,C01347,Silver,WV,Refrigerator,not cooling,2024-06-02,approved,denied,0.0,EXCLUDED_INSTALL
CLM016531,C01479,Silver,LA,Microwave,turntable stuck,2024-09-10,in_review,,0.0,
CLM016532,C00214,Platinum,AR,Dishwasher,drain issue,2025-08-13,in_review,,0.0,
CLM016533,C00322,Gold,LA,Washer,belt snapped,2025-04-04,submitted,,0.0,
CLM016534,C01219,Platinum,MS,HVAC,no cooling,2024-10-12,closed,denied,0.0,COVERED_MECH
CLM016535,C01079,Gold,MD,Washer,belt snapped,2024-11-29,approved,covered,220.25,
CLM016536,C00844,Gold,SD,Electrical Panel,loose neutral,2024-11-10,closed,denied,0.0,INFO_MISSING
CLM016537,C00709,Silver,MT,Dishwasher,won't start,2024-01-17,closed,covered,1068.78,
CLM016538,C00078,Platinum,FL,Electrical Panel,burn smell,2025-01-06,in_review,,0.0,
CLM016539,C00882,Platinum,RI,Plumbing,clogged drain,2024-03-23,in_review,,0.0,
CLM016540,C00360,Gold,CA,Microwave,magnetron fault,2024-02-11,in_review,,0.0,
CLM016541,C00919,Silver,NM,Plumbing,low pressure,2025-01-15,in_review,,0.0,
CLM016542,C01827,Gold,WA,Dishwasher,leak,2024-05-24,submitted,,0.0,
CLM016543,C01727,Gold,OR,Dishwasher,won't start,2024-05-27,approved,denied,0.0,INFO_MISSING
CLM016544,C01201,Gold,NE,Water Heater,no hot water,2024-05-28,closed,covered,1984.47,
CLM016545,C01765,Silver,IL,Refrigerator,control board fault,2025-03-17,approved,covered,752.06,
CLM016546,C01640,Gold,NJ,Plumbing,leak under sink,2024-09-29,approved,covered,1479.83,
CLM016547,C00936,Silver,FL,Water Heater,pilot won't stay lit,2024-01-05,denied,partial,1231.79,
CLM016548,C01769,Platinum,OH,Refrigerator,not cooling,2024-07-06,approved,partial,4666.45,
CLM016549,C01561,Gold,TN,Dryer,no heat,2024-06-06,denied,partial,559.58,
CLM016550,C00607,Silver,WY,Dishwasher,drain issue,2024-01-02,approved,partial,1334.33,
CLM016551,C01339,Silver,HI,Dryer,no heat,2024-01-26,denied,covered,1285.96,
CLM016552,C01297,Silver,VA,Water Heater,pilot won't stay lit,2024-01-27,in_review,,0.0,
CLM016553,C00162,Silver,HI,Electrical Panel,burn smell,2025-02-15,denied,denied,0.0,INFO_MISSING
CLM016554,C00329,Silver,IN,Electrical Panel,burn smell,2024-09-24,approved,covered,1363.91,
CLM016555,C00138,Platinum,ID,Plumbing,leak under sink,2025-04-10,closed,denied,0.0,EXCLUDED_INSTALL
CLM016556,C00502,Gold,WI,Water Heater,leak,2025-05-13,closed,partial,1654.87,
CLM016557,C00638,Gold,MN,Microwave,turntable stuck,2024-09-18,in_review,,0.0,
CLM016558,C01021,Gold,UT,Dishwasher,spray arm broken,2024-06-01,approved,denied,0.0,INFO_MISSING
CLM016559,C01636,Platinum,AR,Plumbing,leak under sink,2024-01-19,approved,denied,0.0,COVERED_MECH
CLM016560,C00694,Platinum,PA,Dryer,drum won't turn,2024-09-20,approved,denied,0.0,LIMIT_EXCEEDED
CLM016561,C01076,Platinum,IL,Electrical Panel,breaker trips,2025-05-20,closed,covered,2791.61,
CLM016562,C01322,Gold,NV,Electrical Panel,breaker trips,2025-06-09,approved,covered,691.79,
CLM016563,C00035,Platinum,MT,Water Heater,leak,2025-03-07,approved,partial,380.68,
CLM016564,C01158,Silver,WI,Plumbing,low pressure,2025-05-14,in_review,,0.0,
CLM016565,C01028,Gold,SD,Dishwasher,drain issue,2025-04-26,approved,partial,1253.47,
CLM016566,C00839,Platinum,AZ,HVAC,no cooling,2025-05-05,approved,partial,1459.61,
CLM016567,C00315,Silver,SC,Electrical Panel,breaker trips,2024-10-31,closed,partial,791.95,
CLM016568,C01996,Silver,OH,Microwave,magnetron fault,2025-04-30,closed,partial,592.97,
CLM016569,C00853,Gold,PA,Dishwasher,drain issue,2024-05-07,submitted,,0.0,
CLM016570,C01231,Gold,NM,HVAC,thermostat error,2024-12-05,approved,partial,2275.49,
CLM016571,C01063,Silver,PA,Dryer,no heat,2024-10-22,submitted,,0.0,
CLM016572,C00938,Platinum,WV,Water Heater,no hot water,2024-08-15,submitted,,0.0,
CLM016573,C00087,Platinum,KY,Electrical Panel,burn smell,2025-01-06,in_review,,0.0,
CLM016574,C01799,Gold,NE,Washer,belt snapped,2025-02-20,in_review,,0.0,
CLM016575,C00019,Platinum,MN,Plumbing,clogged drain,2024-03-06,closed,covered,4724.88,
CLM016576,C00385,Platinum,DE,Water Heater,leak,2024-12-13,denied,covered,1722.3,
CLM016577,C01205,Silver,OH,Dryer,no heat,2024-08-24,submitted,,0.0,
CLM016578,C01658,Platinum,TX,HVAC,no cooling,2024-04-17,in_review,,0.0,
CLM016579,C00407,Silver,NV,HVAC,refrigerant leak,2024-04-05,approved,denied,0.0,EXCLUDED_INSTALL
CLM016580,C01244,Silver,OH,Electrical Panel,burn smell,2024-12-13,submitted,,0.0,
CLM016581,C01079,Gold,MD,Microwave,magnetron fault,2024-07-16,approved,denied,0.0,EXCLUDED_INSTALL
CLM016582,C00709,Silver,MT,Microwave,turntable stuck,2025-05-08,approved,partial,923.75,
CLM016583,C01854,Platinum,MS,HVAC,refrigerant leak,2024-03-16,approved,covered,718.29,
CLM016584,C01227,Platinum,NH,Water Heater,leak,2025-07-27,denied,covered,3631.61,
CLM016585,C01013,Platinum,IN,Microwave,magnetron fault,2024-11-03,closed,partial,2486.36,
CLM016586,C01737,Gold,WI,Water Heater,leak,2025-07-15,approved,covered,727.43,
CLM016587,C01464,Silver,MS,Dryer,drum won't turn,2024-05-26,approved,denied,0.0,INFO_MISSING
CLM016588,C01930,Gold,TX,Plumbing,clogged drain,2024-03-07,approved,partial,2306.27,
CLM016589,C01612,Silver,VA,Plumbing,low pressure,2024-11-24,approved,partial,976.79,
CLM016590,C00584,Platinum,NH,Dishwasher,leak,2025-01-24,submitted,,0.0,
CLM016591,C00896,Gold,VA,Washer,won't spin,2024-04-21,submitted,,0.0,
CLM016592,C00717,Silver,PA,Plumbing,leak under sink,2024-10-24,closed,denied,0.0,LIMIT_EXCEEDED
CLM016593,C00292,Gold,AZ,Dishwasher,drain issue,2024-10-02,approved,partial,1528.39,
CLM016594,C00409,Gold,WY,Washer,drain pump failure,2024-10-28,approved,covered,1258.67,
CLM016595,C01219,Platinum,MS,HVAC,refrigerant leak,2024-10-17,submitted,,0.0,
CLM016596,C01654,Gold,WY,HVAC,refrigerant leak,2024-08-20,approved,partial,321.75,
CLM016597,C01234,Gold,OH,Dryer,no heat,2024-09-05,approved,partial,892.11,
CLM016598,C01679,Gold,IN,Dishwasher,spray arm broken,2025-07-29,approved,covered,351.62,
CLM016599,C01226,Platinum,MA,HVAC,thermostat error,2025-05-16,approved,partial,2583.61,
CLM016600,C00697,Silver,MS,HVAC,no cooling,2024-02-14,approved,partial,1291.83,
CLM016601,C00133,Platinum,MO,Electrical Panel,burn smell,2025-07-04,approved,partial,962.74,
CLM016602,C00028,Gold,WV,Electrical Panel,burn smell,2025-07-14,in_review,,0.0,
CLM016603,C01731,Silver,SC,HVAC,refrigerant leak,2024-03-22,approved,partial,629.13,
CLM016604,C00469,Gold,CT,Washer,won't spin,2025-01-28,approved,denied,0.0,EXCLUDED_PREEXIST
CLM016605,C01786,Platinum,HI,Plumbing,low pressure,2024-12-11,closed,denied,0.0,COVERED_MECH
CLM016606,C00530,Platinum,OH,Water Heater,no hot water,2024-11-19,approved,covered,406.54,
CLM016607,C00663,Silver,CT,Refrigerator,control board fault,2025-01-02,in_review,,0.0,
CLM016608,C00736,Gold,UT,Dishwasher,leak,2024-07-18,approved,covered,1944.48,
CLM016609,C01746,Platinum,CT,Microwave,magnetron fault,2024-09-13,approved,covered,503.54,
CLM016610,C01257,Platinum,VT,Plumbing,low pressure,2025-05-13,in_review,,0.0,
CLM016611,C01675,Silver,HI,Dryer,drum won't turn,2024-09-17,in_review,,0.0,
CLM016612,C01037,Gold,UT,Dryer,no heat,2024-02-22,approved,denied,0.0,COVERED_MECH
CLM016613,C01018,Platinum,SC,Microwave,turntable stuck,2025-03-30,approved,denied,0.0,EXCLUDED_INSTALL
CLM016614,C01500,Silver,WV,Plumbing,low pressure,2025-07-03,in_review,,0.0,
CLM016615,C00108,Silver,ND,HVAC,no cooling,2025-08-05,approved,denied,0.0,EXCLUDED_PREEXIST
CLM016616,C01135,Silver,MA,Plumbing,leak under sink,2024-11-24,approved,covered,652.59,
CLM016617,C00985,Platinum,NY,HVAC,compressor failure,2025-07-19,in_review,,0.0,
CLM016618,C01058,Gold,CA,HVAC,thermostat error,2024-03-06,approved,denied,0.0,LIMIT_EXCEEDED
CLM016619,C01691,Platinum,MA,Electrical Panel,burn smell,2024-10-23,approved,partial,2313.91,
CLM016620,C01449,Gold,VA,Water Heater,pilot won't stay lit,2025-02-02,closed,covered,1260.41,
CLM016621,C01077,Platinum,SC,Dryer,drum won't turn,2025-06-13,approved,partial,4241.7,
CLM016622,C01983,Platinum,GA,Washer,won't spin,2024-01-01,approved,covered,1507.19,
CLM016623,C00808,Platinum,MA,Microwave,magnetron fault,2025-05-15,approved,denied,0.0,EXCLUDED_PREEXIST
CLM016624,C00893,Platinum,SD,Water Heater,no hot water,2025-04-10,submitted,,0.0,
CLM016625,C01769,Platinum,OH,Dryer,no heat,2025-01-26,in_review,,0.0,
CLM016626,C00226,Gold,SC,Microwave,magnetron fault,2025-03-04,denied,denied,0.0,COVERED_MECH
CLM016627,C01731,Silver,SC,Water Heater,no hot water,2025-04-26,denied,covered,1388.78,
